,date,season,episode,character,line,action,episode_num
14943,"13 July, 2003",5,12,John DiMaggio,Prepare for the stereophonic experience.,,"71
"
14944,"13 July, 2003",5,12,Bender,"Aw, New New York City! Woooo! Woooo! Don' worry about it! Do the robot, baby!",,"71
"
14945,"13 July, 2003",5,12,Farnsworth,"Oh, Lord! Hiking is always such a strain on the buttocks.",,"71
"
14946,"13 July, 2003",5,12,Fry,Shh! What was that sound?,,"71
"
14947,"13 July, 2003",5,12,Bender,"It wasn't a bird's nest falling. That sounds like this. Aww, they're so cute when they're scared.","He shakes a branch and a nest falls off it and breaks when it hits the ground. The two birds in it fly away, twittering.","71
"
14948,"13 July, 2003",5,12,Fry,"I meant the sound Bigfoot just made. He's been sighted a lot in this area recently. Just last week, a blind hiker felt him.",,"71
"
14949,"13 July, 2003",5,12,Farnsworth,"Don't tell me you actually believe in Bigfoot, you blathering ninny-hammer.",,"71
"
14950,"13 July, 2003",5,12,Fry,"Of course I do! Bigfoot's my hero. Growing up, he was the celebrity I most identified with.",,"71
"
14951,"13 July, 2003",5,12,Zoidberg,Why?,,"71
"
14952,"13 July, 2003",5,12,Fry,'Cause he was a loner who hated the popular monsters yet longed to be one.,,"71
"
14953,"13 July, 2003",5,12,Zoidberg,I can so relate to that.,sadly,"71
"
14954,"13 July, 2003",5,12,Leela,"Ugh! Enough emotions! This isn't a fat camp, for God's sake. Although you wouldn't know it from looking.",quietly,"71
"
14955,"13 July, 2003",5,12,Zoidberg,"Bender, if you want to sleep in the tent tonight, you're welcome to join me and Hermes for a little ""just friends"" spooning.",,"71
"
14956,"13 July, 2003",5,12,Bender,"Nah, I'm comfy out here under the stars. Real comfy!",The trees collapse on top of him.,"71
"
14957,"13 July, 2003",5,12,Ranger Park,"Hey, I'm Ranger Park, the park ranger.",,"71
"
14958,"13 July, 2003",5,12,Fry,I get it!,,"71
"
14959,"13 July, 2003",5,12,Ranger Park,"Now since this area's a national Bigfoot preserve, we'll start with a short film about Bigfoot while I make a few phone calls.",,"71
"
14960,"13 July, 2003",5,12,Narrator,"Bigfoot ... ... Endangered Mystery! In the dense forests of the Pacific Northwest ... ... dwells the strange and beautiful creature known as Bigfoot, perhaps.",voice-over; in movieA hand stamps some words over the caption.The movie shows a map of North America.The scene changes to the Patterson-Gimlin film.,"71
"
14961,"13 July, 2003",5,12,Fry,That proves it!,,"71
"
14962,"13 July, 2003",5,12,Narrator,"Sadly, logging and human settlement today threaten what might possibly be his habitat. Although if it's not, they don't. Bigfoot populations require vast amounts of land to remain elusive in. They typically dwell just behind rocks but are also sometimes playful, bounding into thick fogs and out-of-focus areas.",voice-over; in movieThe scene changes to some rocks.,"71
"
14963,"13 July, 2003",5,12,Ranger Park,"It should say ""Top Quality Exercycle For Sale"" and could you put ""top quality"" in bold? You can't? OK, whatever.",,"71
"
14964,"13 July, 2003",5,12,Narrator,"Remember, it's up to us. Bigfoot is a crucial part of the ecosystem, if he exists. So let's all help keep Bigfoot possibly alive for future generations to enjoy unless he doesn't exist. The end.",voice-over; in movie,"71
"
14965,"13 July, 2003",5,12,Ranger Park,"I-I gotta call you back. Alright, questions?",He hangs up.,"71
"
14966,"13 July, 2003",5,12,Sal,Yeah. Have yous ever seens Bigfeet?,,"71
"
14967,"13 July, 2003",5,12,Ranger Park,"Technically, no. But I do see him each night in my dreams and each day in the smiling faces of hairy children.",,"71
"
14968,"13 July, 2003",5,12,Farnsworth,Bunk! Bunk I say! Bring me a bag full of Bigfoot's droppings or shut up!,shouting,"71
"
14969,"13 July, 2003",5,12,Ranger Park,I have the droppings of someone who saw Bigfoot.,holding up a bag,"71
"
14970,"13 July, 2003",5,12,Farnsworth,Shut up!,,"71
"
14971,"13 July, 2003",5,12,Bender,"Oh, my God! Look! It's Bigfoot!",,"71
"
14972,"13 July, 2003",5,12,Ranger Park,Where?,,"71
"
14973,"13 July, 2003",5,12,Bender,"Eh, he's gone. He said you should keep wasting your life though.",,"71
"
14974,"13 July, 2003",5,12,Petunia,Oh! I saw Bigfoot crushing cars at the county fair.,,"71
"
14975,"13 July, 2003",5,12,Ranger Park,What you saw was Bigfoot the monster truck. But thanks for a great question.,,"71
"
14976,"13 July, 2003",5,12,Fry,"Sir, if I may, why don't you just set up like a billion video cameras in the woods and see if he walks by one?",,"71
"
14977,"13 July, 2003",5,12,Ranger Park,"Ah, that would be very expensive, and most people who believe in Bigfoot are broke.",,"71
"
14978,"13 July, 2003",5,12,Bender,"Hey, look! Bigfoot! He's back!",,"71
"
14979,"13 July, 2003",5,12,Ranger Park,Where?,,"71
"
14980,"13 July, 2003",5,12,Bender,Up your face! Everybody do the Bender!,He laughs.,"71
"
14981,"13 July, 2003",5,12,Amy,The sky out here is amazing. Look at all those satellites.,,"71
"
14982,"13 July, 2003",5,12,Farnsworth,"Goodnight, employees.",,"71
"
14983,"13 July, 2003",5,12,Hermes,Goodnight.,,"71
"
14984,"13 July, 2003",5,12,Zoidberg,"Goodnight, Hubert.",,"71
"
14985,"13 July, 2003",5,12,Fry,"You doin' alright out there, buddy?",,"71
"
14986,"13 July, 2003",5,12,Bender,Better than these gnats! That guy won't be goin' home to his kids.,He zaps a few more and laughs.,"71
"
14987,"13 July, 2003",5,12,Bender,"Who's that? A wolf? Or some kind of boogen? Oh, God, I wish I was safe inside a tent. Fry! Fry wake up! It's me, Bigface!",He hides behind a rock.deep voice,"71
"
14988,"13 July, 2003",5,12,Bender,Come out and groom my mangy fur!,from outside,"71
"
14989,"13 July, 2003",5,12,Fry,Huh? Bigfoot? You taught yourself English?,turning on his lamp,"71
"
14990,"13 July, 2003",5,12,Fry,Bigfoot? Bigfoot?,,"71
"
14991,"13 July, 2003",5,12,Fry,"Bigfoot? Is that you? I'm not like the others, Bigfoot; I see through your monster coatings to the gentle loner inside. I bet you have a wounded racoon friend that you tenderly nurse back to health while you go... But in the end they shoot you. But you teach us about things. Oh. Just a flying saucer. Excuse me? You can't park here. The parking area's over there. Wow! Nice tube. Hey! Hey, what's the big idea? Stop abducting me. Why does your vanity plate say ""Probe 1""?","He ""coos"".He walks into a clearing and looks around. Birds fly out from trees and the ground begins to shake. A strong wind blows leaves and things past Fry and a darkened flying saucer appears from over the trees. It lights up and beam of light engulfs Fry. He looks up and unshields his eyes.shoutingA tube extends from the spacecraft and zigzags around à la the Windows 3D Pipes screensaver.It sucks him up.","71
"
14992,"13 July, 2003",5,12,Leela,"There's nothing so refreshing as the clean, crisp taste of this bold Canadian beer.",,"71
"
14993,"13 July, 2003",5,12,Hermes,"Well, see you in an hour. I gotta go do some business behind that tree.",,"71
"
14994,"13 July, 2003",5,12,Amy,"Bender, wasn't that Fry's tent?",,"71
"
14995,"13 July, 2003",5,12,Bender,"""Bender""!",mocking,"71
"
14996,"13 July, 2003",5,12,Leela,Bender raises a good point: Where is Fry?,,"71
"
14997,"13 July, 2003",5,12,Fry,"Amy, you won't believe what happened ... ... it was so scary that you wouldn't-- I know, but listen, it gets even scarier.",She looks up.She screams and runs.,"71
"
14998,"13 July, 2003",5,12,Farnsworth,Fry! What in Sega Genesis happened to you?,,"71
"
14999,"13 July, 2003",5,12,Fry,That's what I'm trying to tell you. See-- Why are you all staring at me like that? Is there something on my face?,The staff gather around.,"71
"
15000,"13 July, 2003",5,12,Hermes,Uh ... no.,,"71
"
15001,"13 July, 2003",5,12,Leela,Someone should tell him.,,"71
"
15002,"13 July, 2003",5,12,Fry,Tell me what?,,"71
"
15003,"13 July, 2003",5,12,Leela,Nothing.,,"71
"
15004,"13 July, 2003",5,12,Zoidberg,"Well I have a lot of experience telling patients bad news, so let me break it to him gently. Fry, you have no nose! Your nose is gone! You have no nose on your face! Where it is I can't say but on your face it's not!",He shakes him.shouting,"71
"
15005,"13 July, 2003",5,12,Fry,What?,,"71
"
15006,"13 July, 2003",5,12,Bender,"Aww! I think it's sweet. You chopped off your nose so you could look more like your hero. Me, Bender!",,"71
"
15007,"13 July, 2003",5,12,Fry,My God! They must have taken it last night.,poking his face,"71
"
15008,"13 July, 2003",5,12,Farnsworth,Which last night?,,"71
"
15009,"13 July, 2003",5,12,Fry,"In the woods. I was walking ... for Bigfoot, looking ... and then aliens beamed me up.",,"71
"
15010,"13 July, 2003",5,12,Amy,Were they little grey dudes with big oval heads? I don't get that gesture. Am I wrong?,Fry taps where his nose would be.,"71
"
15011,"13 July, 2003",5,12,Zoidberg,"Cheer up, friend. When we get home a high-quality prosthesis will have you looking good as new.",,"71
"
15012,"13 July, 2003",5,12,Fry,I'm a pathetic freak. My life is ruined.,,"71
"
15013,"13 July, 2003",5,12,Hermes,"Man, you are such a jokester!",,"71
"
15014,"13 July, 2003",5,12,Fry,I'll never have another moment of happiness.,,"71
"
15015,"13 July, 2003",5,12,Leela,"I know you're trying to mask your pain with humour, but don't worry. I'm sure the Professor can clone you a new nose.",,"71
"
15016,"13 July, 2003",5,12,Fry,"Eh, it wouldn't be the same. I want my nose. I don't want to have to teach a new one how to shoot milk when I laugh.",taking off the glasses,"71
"
15017,"13 July, 2003",5,12,Farnsworth,"Well there's no sense fretting. Good Lord, you're ugly! The fact is your nose is gone and we'll never find out who did it or why.",,"71
"
15018,"13 July, 2003",5,12,Bender,Guys! Guys! There's something on television.,gasping,"71
"
15019,"13 July, 2003",5,12,Linda,"Alien abductions: Until now, a harmless nuisance. But recently they've taken on a sinister dimension as unsuspecting victims are returned ... without noses.",on TV,"71
"
15020,"13 July, 2003",5,12,Fry,Like me!,,"71
"
15021,"13 July, 2003",5,12,Morbo,"The culprits: Shameless poachers, hunting humans without a permit.",on TV,"71
"
15022,"13 July, 2003",5,12,Linda,"The valuable nose, or ""human horn"", fetches a high price on alien worlds as an aphrodisiac.",on TV,"71
"
15023,"13 July, 2003",5,12,Fry,My nose is an aphrodisiac? I'm gonna drop a barf!,He retches.,"71
"
15024,"13 July, 2003",5,12,Morbo,"Demand for human horn is great, due, in part, to titillating scenes from depraved alien TV programmes too filthy for Earth broadcast. Let's watch.",on TV,"71
"
15025,"13 July, 2003",5,12,Neptunian Woman,Human horn? But ... it is forbidden!,on TV,"71
"
15026,"13 July, 2003",5,12,Neptunian Man,So is our love.,on TV,"71
"
15027,"13 July, 2003",5,12,Fry,Blech! We have to track down my nose before some alien snarfs it and does the worm. Who's in?,,"71
"
15028,"13 July, 2003",5,12,Leela,Me and Bender and maybe Zoidberg if he feels like it.,,"71
"
15029,"13 July, 2003",5,12,Zoidberg,"No, I'm good.",,"71
"
15030,"13 July, 2003",5,12,Alien,"Let's see, I'll take a pancreas, two sphincters and a large Coke.",,"71
"
15031,"13 July, 2003",5,12,Vendor,One number three combo!,,"71
"
15032,"13 July, 2003",5,12,Fry,"It's no use. We've been to every scuzzy bazaar in the galaxy, including Pottery Barn.",,"71
"
15033,"13 July, 2003",5,12,Leela,Wait. What's that?,,"71
"
15034,"13 July, 2003",5,12,Salesman,"Welcome, friends. How may I pervert you?",,"71
"
15035,"13 July, 2003",5,12,Fry,"Uh, I'm looking for human horn.",,"71
"
15036,"13 July, 2003",5,12,Salesman,"Shh! You're not cops, right?",whispering,"71
"
15037,"13 July, 2003",5,12,Leela,"Of course not. In fact, he's a crook.",,"71
"
15038,"13 July, 2003",5,12,Bender,Yep. Stolen Pez anyone?,,"71
"
15039,"13 July, 2003",5,12,Salesman,Right this way.,,"71
"
15040,"13 July, 2003",5,12,Salesman,Human horn. So fresh you can still see the eyeglass marks.,,"71
"
15041,"13 July, 2003",5,12,Fry,Nope. Uh-uh. Ew! Now look. This is the nose we want. Did you sell it to somebody?,He pulls out a photo of him and Slurms MacKenzie and points at his nose on the photo.,"71
"
15042,"13 July, 2003",5,12,Salesman,"I'm sorry, sir, but due to the perverted nature of our business, customer records are strictly confidential. Right this way.",Leela punches him.,"71
"
15043,"13 July, 2003",5,12,Salesman,"I video-tape everyone who comes in here so I can blackmail them later. Hey, I'm a porno-dealing monster, what do I care what you think? Here's the weirdo who bought your horn.",The crew gag.,"71
"
15044,"13 July, 2003",5,12,Leela,That's Lrrr! Ruler of the planet Omicron Persei 8.,,"71
"
15045,"13 July, 2003",5,12,Lrrr,"You got any, uh, you know, uh human horn?",on TVmuttering,"71
"
15046,"13 July, 2003",5,12,Salesman,Speak up! You're muttering!,on TV,"71
"
15047,"13 July, 2003",5,12,Lrrr,"I said, uh human horn?",on TVwhispering,"71
"
15048,"13 July, 2003",5,12,Salesman,"You're not a cop, right?",whispering; on TV,"71
"
15049,"13 July, 2003",5,12,Lrrr,"Oh, no, no. I'm just some guy ... ruler of the planet Omicron Persei 8!",on TV,"71
"
15050,"13 July, 2003",5,12,Lrrr,"So let me get this straight: If I buy eight Caramello bars, you all get to go to some camp.",,"71
"
15051,"13 July, 2003",5,12,Bender,Yep. That's exactly the lie we used to get past your guards.,,"71
"
15052,"13 July, 2003",5,12,Fry,"Oh, great space king, I humbly beg you to return my human horn.",,"71
"
15053,"13 July, 2003",5,12,Lrrr,"Uh, human horn? How ridiculous! Why would a virile male like Lrrr need human horn? I don't even know what it's for. What is it, something you-you put in salad dressing?",,"71
"
15054,"13 July, 2003",5,12,Nd-Nd,Like you've ever seen a salad.,,"71
"
15055,"13 July, 2003",5,12,Lrrr,My weight is appropriate and attractive!,,"71
"
15056,"13 July, 2003",5,12,Leela,Whoa! You guys have issues.,,"71
"
15057,"13 July, 2003",5,12,Lrrr,"She has issues! I'm fine! But there's no human horn around here, so make friends with the door.",,"71
"
15058,"13 July, 2003",5,12,Fry,Alright. I give up. I guess I'll just go home and marry a skunk.,sadly,"71
"
15059,"13 July, 2003",5,12,Nd-Nd,"Oh, let's just give it to him. Here.",She picks up a box.,"71
"
15060,"13 July, 2003",5,12,Fry,My nose! Light of my face!,,"71
"
15061,"13 July, 2003",5,12,Lrrr,"Uh, what is that? How do you have that, Nd-Nd? I've never seen it before. My friend left it here.",He pulls his cape string like a collar.,"71
"
15062,"13 July, 2003",5,12,Leela,"Hold still, Fry. I can reattach it with my emergency face laser.",,"71
"
15063,"13 July, 2003",5,12,Fry,Hey! You burned my cheek!,,"71
"
15064,"13 July, 2003",5,12,Leela,"Yeah, sorry, I wasn't really concentrating.",,"71
"
15065,"13 July, 2003",5,12,Fry,"No, I mean the singed flesh, I can smell it! And those lilacs on the table.",He sniffs.,"71
"
15066,"13 July, 2003",5,12,Lrrr,At least someone noticed.,,"71
"
15067,"13 July, 2003",5,12,Nd-Nd,"For the last time, I don't like lilacs! Your first wife was the one who liked lilacs.",,"71
"
15068,"13 July, 2003",5,12,Lrrr,She also liked to shut up!,,"71
"
15069,"13 July, 2003",5,12,Fry,"Well, great seeing you. I guess we'll be on our--",,"71
"
15070,"13 July, 2003",5,12,Bender,"Yo, Highness. Uh, just out of robo-curiosity, why would you use a guy's nose for an aphrodisiac instead of his, you know, wing-dang-doodle?",,"71
"
15071,"13 July, 2003",5,12,Lrrr,"But, uh, I thought the horn was the human wing-dang-doodle.",,"71
"
15072,"13 July, 2003",5,12,Bender,"No, sir, chief! The main event, so to speak, is downstairs near the wallet. Ever seen soccer players line up to block a free kick? They ain't covering their noses, I'll tell you that much. Well, see you!",,"71
"
15073,"13 July, 2003",5,12,Lrrr,Interesting. The trousers conceal a tiny secondary horn.,,"71
"
15074,"13 July, 2003",5,12,Fry,"Hey, what've you heard?",,"71
"
15075,"13 July, 2003",5,12,Lrrr,Guards! Seize him! Prepare to harvest the lower horn!,shoutingThey do. Fry screams.,"71
"
15076,"13 July, 2003",5,12,Fry,"OK, you can have my nose.",,"71
"
15077,"13 July, 2003",5,12,Lrrr,Guards!,,"71
"
15078,"13 July, 2003",5,12,Guard #1,Yeah?,,"71
"
15079,"13 July, 2003",5,12,Lrrr,Remove the human's lower horn and prepare it to be eaten by me.,,"71
"
15080,"13 July, 2003",5,12,Nd-Nd,"In other words, slop a lot of ketchup and salt on it.",,"71
"
15081,"13 July, 2003",5,12,Lrrr,Then bring it to our royal bedchamber and put it in the sock drawer with all the other things that have failed to arouse my passion for this woman.,,"71
"
15082,"13 July, 2003",5,12,Guard #2,Remove pants!,,"71
"
15083,"13 July, 2003",5,12,Fry,Wait! Listen. I'm usually the first guy to toot my own lower horn--,,"71
"
15084,"13 July, 2003",5,12,Bender,I'll say!,shouting,"71
"
15085,"13 July, 2003",5,12,Fry,But in this case I-I just don't think it'll do any good.,,"71
"
15086,"13 July, 2003",5,12,Bender,That's what she said!,shouting,"71
"
15087,"13 July, 2003",5,12,Leela,"Let's face it, you two have deep relationship problems that can't be solved by an aphrodisiac.",,"71
"
15088,"13 July, 2003",5,12,Fry,However huge it might be.,,"71
"
15089,"13 July, 2003",5,12,Nd-Nd,"So what do you suggest, painfully-single human?",,"71
"
15090,"13 July, 2003",5,12,Leela,"Well, why don't you think back to what brought you together in the first place?",,"71
"
15091,"13 July, 2003",5,12,Nd-Nd,"Oh, I don't know. Lrrr used to be so tender.",,"71
"
15092,"13 July, 2003",5,12,Lrrr,I only wrote that poem to test my printer.,,"71
"
15093,"13 July, 2003",5,12,Nd-Nd,We'd go walking in the woods and Lrrr would find injured little tinkle-bunnies and nurse them back to health.,,"71
"
15094,"13 July, 2003",5,12,Lrrr,"Yes, but I'm the one who injured them!",,"71
"
15095,"13 July, 2003",5,12,Nd-Nd,"Oh, shush. You stepped on them by accident and then you cried all night. That's the kind of sensitive man you used to be.",,"71
"
15096,"13 July, 2003",5,12,Lrrr,And you used to wear a size-3 cape. But not anymore! Now bring me that lower horn while I'm still in the mood.,shouting,"71
"
15097,"13 July, 2003",5,12,Fry,Wh-What if we helped you get your passion back without the hassle of mutilating me?,,"71
"
15098,"13 July, 2003",5,12,Leela,"Yeah, we know a great place in the mountains. We could take you there for a romantic dinner under the stars.",,"71
"
15099,"13 July, 2003",5,12,Nd-Nd,Hmm. Sounds interesting. But he would never do it.,,"71
"
15100,"13 July, 2003",5,12,Lrrr,Like hell I wouldn't. I'm not gonna be blamed for not going.,,"71
"
15101,"13 July, 2003",5,12,Fry,Then it's a deal. We get one night. I keep my horn as long as you two end up doing the horizontal monster mash.,,"71
"
15102,"13 July, 2003",5,12,Bender,I don't get it!,,"71
"
15103,"13 July, 2003",5,12,Bender,Bonjour. May I offer you a box of wine for the edge of the table?,,"71
"
15104,"13 July, 2003",5,12,Lrrr,"No, thanks. Just water, please. Tap water!",,"71
"
15105,"13 July, 2003",5,12,Nd-Nd,"Oh, big spender!",sarcastic,"71
"
15106,"13 July, 2003",5,12,Lrrr,That's it! This date is over. Waiter!,shouting,"71
"
15107,"13 July, 2003",5,12,Fry,"So, what can I get you this evening?",,"71
"
15108,"13 July, 2003",5,12,Lrrr,Your lower horn!,,"71
"
15109,"13 July, 2003",5,12,Fry,"I'll just start you off with some bread. Some sexy, arousing bread!",,"71
"
15110,"13 July, 2003",5,12,Lrrr,Fine! But none of that whole-grain goat food. And bring plenty of melted butter.,,"71
"
15111,"13 July, 2003",5,12,Nd-Nd,Why don't you just inject some fat straight into your ass and cut out the middle man?,,"71
"
15112,"13 July, 2003",5,12,Lrrr,"One of these days, Nd-Nd. Bang! Zoom! Straight to the third moon of Omicron Persei 8!",,"71
"
15113,"13 July, 2003",5,12,Lrrr,Mmm! This jerked chicken is good. I think I'll have Fry's lower horn jerked.,eating,"71
"
15114,"13 July, 2003",5,12,Bender,It's used to it!,shouting,"71
"
15115,"13 July, 2003",5,12,Fry,"So, uh, how are you two snooky-poopums doing?",,"71
"
15116,"13 July, 2003",5,12,Nd-Nd,Poorly.,,"71
"
15117,"13 July, 2003",5,12,Lrrr,"My wife is right, for once. There's very little magic in the air. Ready the lower horn transport vessel.",,"71
"
15118,"13 July, 2003",5,12,Bender,"Boy, who knew a cooler could also make a handy wang coffin? Hey, uh, mind if I stick these in here?",He takes a six pack out of his chest cabinet.,"71
"
15119,"13 July, 2003",5,12,Guard #1,Go for it.,,"71
"
15120,"13 July, 2003",5,12,Leela,"Don't worry, Fry. Things look bad but I still have a trump card; the most beautiful love song ever written.(singing badly) And I will always love you,Will always love you.",The Omicronians cover their ears.,"71
"
15121,"13 July, 2003",5,12,Nd-Nd,The humans are attacking!,,"71
"
15122,"13 July, 2003",5,12,Lrrr,Pluck the lower horn and let's get out of here!,,"71
"
15123,"13 July, 2003",5,12,Bender,"Quick, Fry! Run for it!",,"71
"
15124,"13 July, 2003",5,12,Fry,"Come on, freedom cage! Roll me to safety! Yes! I never thought I'd escape with my doodle, but I pulled it out!","It flips over and rolls through a campfire, setting it and Fry alight. It hits a tree and the door falls open. Fry steps out and pats out the fire.","71
"
15125,"13 July, 2003",5,12,Bender,Just like at the movie theatre!,shouting,"71
"
15126,"13 July, 2003",5,12,Lrrr,Give me that!,,"71
"
15127,"13 July, 2003",5,12,Fry,Bigfoot! He's real! I knew it! The Loch Ness Monster's book was right!,,"71
"
15128,"13 July, 2003",5,12,Lrrr,"Well, hello there, my furry friend.",,"71
"
15129,"13 July, 2003",5,12,Nd-Nd,"Look at his adorable little feet. Yes, you are a cutie-pie.","Bigfoot bangs his chest, growls and throws leaves into the air. Lrrr chuckles.","71
"
15130,"13 July, 2003",5,12,Ranger Park,"Holy macaroni! I can't believe I'm seeing Bigfoot! He's in focus! Oh, I've waited my entire life for this moment.",He takes some photos.,"71
"
15131,"13 July, 2003",5,12,Nd-Nd,What?,,"71
"
15132,"13 July, 2003",5,12,Bender,What are you doing with that?,,"71
"
15133,"13 July, 2003",5,12,Lrrr,You're going to kill this innocent giganto?,,"71
"
15134,"13 July, 2003",5,12,Ranger Park,Of course not. I'm just gonna tranquilize him so I can chop off his feet as proof he exists. Then dump him back in the wild. He'll do fine.,,"71
"
15135,"13 July, 2003",5,12,Lrrr,You'll have to get through me first.,,"71
"
15136,"13 July, 2003",5,12,Ranger Park,OK. Nighty night!,,"71
"
15137,"13 July, 2003",5,12,Lrrr,"Now leave this gentle Sasquatch, or Wood Ape, in peace so I can finally and at long last harvest this pathetic human's lower horn.",,"71
"
15138,"13 July, 2003",5,12,Fry,Yeah!,,"71
"
15139,"13 July, 2003",5,12,Lrrr,"Wait. What am I saying? If I poach this beast's lower horn, am I any better than that ranger with his demented foot lust? Yes. But not by enough.",,"71
"
15140,"13 July, 2003",5,12,Ranger Park,Score!,,"71
"
15141,"13 July, 2003",5,12,Lrrr,"This human's lower horn is one of God's creatures, a living thing, and all living things, large and small--",,"71
"
15142,"13 July, 2003",5,12,Bender,"In this case ""small""!",shouting,"71
"
15143,"13 July, 2003",5,12,Lrrr,Have dignity and a spark of the divine.,,"71
"
15144,"13 July, 2003",5,12,Nd-Nd,"That's the gentle, sensitive, poet warlord I fell in love with.",,"71
"
15145,"13 July, 2003",5,12,Lrrr,"Uh, you'll wanna retreat to a safe, 500-metre radius!",shouting,"71
"
15146,"13 July, 2003",5,12,Leela,"Well, Fry, it looks like you get to hold onto your lower horn.",,"71
"
15147,"13 July, 2003",5,12,Bender,As usual! Run away!,He hoots.shouting,"71
"
15148,"13 July, 2003",5,12,Narrator,"You're on a scenic route through a state recreation known as the human mind. You ask a passer-by for directions, only to find he has no face or something. Suddenly, up ahead, a door in the road. You swerve, narrowly avoiding The Scary Door.",voice-over; on TV,"71
"
15149,"13 July, 2003",5,12,Scientist,I have combined the DNA of the world's most evil animals to make the most evil creature of them all.,on TV,"71
"
15150,"13 July, 2003",5,12,Man,It turns out it's Man.,on TV,"71
"
15151,"10 August, 2003",5,16,Bender,Huh? I choose to not understand these signs.,"He scratches his ass and looks at some signs on Fry's bedroom door. ""No Trespassing"", ""Keep Out"", ""Private"", ""Keep Out Bender"" and a picture of Bender with a cross through it.","72
"
15152,"10 August, 2003",5,16,Bender,Aha!,,"72
"
15153,"10 August, 2003",5,16,Fry,Bender? I was just not playing the holophonor.,,"72
"
15154,"10 August, 2003",5,16,Bender,"Yeah, well you should try not stinking at it.",,"72
"
15155,"10 August, 2003",5,16,Fry,I am trying. I've been taking lessons.,,"72
"
15156,"10 August, 2003",5,16,Bender,"Lessons? Oh, that's rich! Isn't it time you gave up all hope of ever improving yourself in any way?",,"72
"
15157,"10 August, 2003",5,16,Fry,"I know I should but I just can't. Remember when I had those stomach worms that made me smart? I could play the holophonor and it made Leela like me. Hey, Bender, as long as you know, I have a holophonor recital Tuesday. I'd really like to have somebody there. Please?",He picks up a photo of Leela and him riding on the back of an angry looking Zoidberg.,"72
"
15158,"10 August, 2003",5,16,Bender,"Fine, I'll go already. Y'know, sometimes I wish your real parents were still alive. Not often, though.",,"72
"
15159,"10 August, 2003",5,16,Bender,Whoa! Hey!,,"72
"
15160,"10 August, 2003",5,16,Fry,"Uh, hello, Mrs. Mellonger.",,"72
"
15161,"10 August, 2003",5,16,Mrs. Mellonger,"Hello, Philip. And you must be Mr. Bender. Philip's told me so much about you. Is it true that you're a robot?",She looks at Bender.,"72
"
15162,"10 August, 2003",5,16,Bender,"I prefer the term ""love machine"".",,"72
"
15163,"10 August, 2003",5,16,Bender,Wow! Your kid is great. How hard did you say you had to hit him?,,"72
"
15164,"10 August, 2003",5,16,Mother,Fairly hard.,,"72
"
15165,"10 August, 2003",5,16,Fry,The Grumpy Snail. Sorry!,He plays the holophonor. An image of a grumpy snail slowly crawling along a branch forms. He plays a bad note and the snail turns around and glares at him angrily.,"72
"
15166,"10 August, 2003",5,16,Boy,It's too grumpy!,crying,"72
"
15167,"10 August, 2003",5,16,Fry,Ow! No! Quit it! Stop!,,"72
"
15168,"10 August, 2003",5,16,Mrs. Mellonger,"Mr. Bender, I simply cannot teach your child.",,"72
"
15169,"10 August, 2003",5,16,Bender,"Then good day, madam! We hope to see you soon for tea.",He pushes Fry through the door and closes it behind him. He opens it again and pokes his head back into the room.,"72
"
15170,"10 August, 2003",5,16,Fry,It's hopeless! I can hear all this great music in my head but my stupid hands can't keep up.,,"72
"
15171,"10 August, 2003",5,16,Bender,Aww. You know what always cheers me up? Laughing at other people's misfortunes.,,"72
"
15172,"10 August, 2003",5,16,Leela,"Hey, guys. You missed a great delivery to Space Earth. Where you been all afternoon?",,"72
"
15173,"10 August, 2003",5,16,Fry,"At, uh, uh, a concert.",,"72
"
15174,"10 August, 2003",5,16,Leela,Ooh! Was it jazz noodling? My ex-boyfriend Sean played the sax. I used to listen for hours while he sat naked on my couch and improvised.,,"72
"
15175,"10 August, 2003",5,16,Bender,"So musicians really Rodger your Hammerstein, huh?",,"72
"
15176,"10 August, 2003",5,16,Leela,"Yeah, it's weird; Sean was uneducated, unambitious. He was pastey and hunched--",,"72
"
15177,"10 August, 2003",5,16,Fry,Pretty boy.,quietly,"72
"
15178,"10 August, 2003",5,16,Leela,"But when he played I could sense this incredible, beautiful creative soul. Then one day I found someone else's couch fibres on his butt. I couldn't believe it. I was really...",muttering,"72
"
15179,"10 August, 2003",5,16,Fry,That could be my beautiful soul sitting naked on her couch if I could just learn to play this stupid thing.,,"72
"
15180,"10 August, 2003",5,16,Bender,"Oh, but you can. Though you may have to metaphorically make a ""deal with the devil"". And by ""devil"" I mean ""Robot Devil"". And by ""metaphorically"" I mean ""get your coat"".",,"72
"
15181,"10 August, 2003",5,16,Robot Devil,"You hit a sour note about 200 years back, Doug! Let's take it from the top. Ah, Bender, Fry. You've come back for more eternal damnation.","Doug, the Hellbot with the saxophone, hangs his head in shame.Enter Bender and Fry on the slide. They land at the Robot Devil's feet.","72
"
15182,"10 August, 2003",5,16,Bender,"No, this isn't a religious visit. Fry just wants holophonor lessons.",,"72
"
15183,"10 August, 2003",5,16,Fry,Yep. I need to get really good without practising.,,"72
"
